name,partyName,state,chamber,congress,last_name
"Gallagher, Mike",Republican,Wisconsin,House of Representatives,116,Gallagher
"Gaetz, Matt",Republican,Florida,House of Representatives,116,Gaetz
"Cicilline, David N.",Democratic,Rhode Island,House of Representatives,116,Cicilline
"Johnson, Bill",Republican,Ohio,House of Representatives,116,Johnson
"McCarthy, Kevin",Republican,California,House of Representatives,116,McCarthy
"Higgins, Brian",Democratic,New York,House of Representatives,116,Higgins
"Grijalva, Raúl M.",Democratic,Arizona,House of Representatives,116,Grijalva
"Budd, Ted",Republican,North Carolina,House of Representatives,116,Budd
"Slotkin, Elissa",Democratic,Michigan,House of Representatives,116,Slotkin
"Kim, Andy",Democratic,New Jersey,House of Representatives,116,Kim
"Lowey, Nita M.",Democratic,New York,House of Representatives,116,Lowey
"Banks, Jim",Republican,Indiana,House of Representatives,116,Banks
"Young, Todd",Republican,Indiana,House of Representatives,116,Young
"Wyden, Ron",Democratic,Oregon,House of Representatives,116,Wyden
"Warren, Elizabeth",Democratic,Massachusetts,Senate,116,Warren
"Whitehouse, Sheldon",Democratic,Rhode Island,Senate,116,Whitehouse
"Warner, Mark R.",Democratic,Virginia,Senate,116,Warner
"Wicker, Roger F.",Republican,Mississippi,House of Representatives,116,Wicker
"Van Hollen, Chris",Democratic,Maryland,House of Representatives,116,Van Hollen
"Smith, Tina",Democratic,Minnesota,Senate,116,Smith
"Tillis, Thomas",Republican,North Carolina,Senate,116,Tillis
"Sullivan, Dan",Republican,Alaska,Senate,116,Sullivan
"Thune, John",Republican,South Dakota,House of Representatives,116,Thune
"Scott, Rick",Republican,Florida,Senate,116,Scott
"Shaheen, Jeanne",Democratic,New Hampshire,Senate,116,Shaheen
"Rounds, Mike",Republican,South Dakota,Senate,116,Rounds
"Schatz, Brian",Democratic,Hawaii,Senate,116,Schatz
"Scott, Tim",Republican,South Carolina,House of Representatives,116,Scott
"Schumer, Charles E.",Democratic,New York,House of Representatives,116,Schumer
"Sanders, Bernard",Independent,Vermont,House of Representatives,116,Sanders
"Schiff, Adam B.",Democratic,California,House of Representatives,116,Schiff
"Rosen, Jacky",Democratic,Nevada,House of Representatives,116,Rosen
"Peters, Gary C.",Democratic,Michigan,House of Representatives,116,Peters
"Risch, James E.",Republican,Idaho,Senate,116,Risch
"Reed, Jack",Democratic,Rhode Island,House of Representatives,116,Reed
"Paul, Rand",Republican,Kentucky,Senate,116,Paul
"Murray, Patty",Democratic,Washington,Senate,116,Murray
"Mullin, Markwayne",Republican,Oklahoma,House of Representatives,116,Mullin
"Murphy, Christopher",Democratic,Connecticut,House of Representatives,116,Murphy
"Moran, Jerry",Republican,Kansas,House of Representatives,116,Moran
"Murkowski, Lisa",Republican,Alaska,Senate,116,Murkowski
"Marshall, Roger",Republican,Kansas,House of Representatives,116,Marshall
"Merkley, Jeff",Democratic,Oregon,Senate,116,Merkley
"Markey, Edward J.",Democratic,Massachusetts,House of Representatives,116,Markey
"McConnell, Mitch",Republican,Kentucky,Senate,116,McConnell
"King, Angus S., Jr.",Independent,Maine,Senate,116,King
"Klobuchar, Amy",Democratic,Minnesota,Senate,116,Klobuchar
"Lee, Mike",Republican,Utah,Senate,116,Lee
"Lankford, James",Republican,Oklahoma,House of Representatives,116,Lankford
"Kelly, Mark",Democratic,Arizona,Senate,116,Kelly
"Kennedy, John",Republican,Louisiana,Senate,116,Kennedy
"Kaine, Tim",Democratic,Virginia,Senate,116,Kaine
"Hyde-Smith, Cindy",Republican,Mississippi,Senate,116,Hyde-Smith
"Johnson, Ron",Republican,Wisconsin,Senate,116,Johnson
"Hoeven, John",Republican,North Dakota,Senate,116,Hoeven
"Hirono, Mazie K.",Democratic,Hawaii,House of Representatives,116,Hirono
"Hassan, Margaret Wood",Democratic,New Hampshire,Senate,116,Hassan
"Heinrich, Martin",Democratic,New Mexico,House of Representatives,116,Heinrich
"Grassley, Chuck",Republican,Iowa,House of Representatives,116,Grassley
"Gallego, Ruben",Democratic,Arizona,House of Representatives,116,Gallego
"Fischer, Deb",Republican,Nebraska,Senate,116,Fischer
"Gillibrand, Kirsten E.",Democratic,New York,House of Representatives,116,Gillibrand
"Graham, Lindsey",Republican,South Carolina,House of Representatives,116,Graham
"Ernst, Joni",Republican,Iowa,Senate,116,Ernst
"Cruz, Ted",Republican,Texas,Senate,116,Cruz
"Daines, Steve",Republican,Montana,House of Representatives,116,Daines
"Duckworth, Tammy",Democratic,Illinois,House of Representatives,116,Duckworth
"Durbin, Richard J.",Democratic,Illinois,House of Representatives,116,Durbin
"Crapo, Mike",Republican,Idaho,House of Representatives,116,Crapo
"Cortez Masto, Catherine",Democratic,Nevada,Senate,116,Cortez Masto
"Cramer, Kevin",Republican,North Dakota,House of Representatives,116,Cramer
"Cotton, Tom",Republican,Arkansas,House of Representatives,116,Cotton
"Cornyn, John",Republican,Texas,Senate,116,Cornyn
"Coons, Christopher A.",Democratic,Delaware,Senate,116,Coons
"Cassidy, Bill",Republican,Louisiana,House of Representatives,116,Cassidy
"Collins, Susan M.",Republican,Maine,Senate,116,Collins
"Capito, Shelley Moore",Republican,West Virginia,House of Representatives,116,Capito
"Cantwell, Maria",Democratic,Washington,House of Representatives,116,Cantwell
"Blunt Rochester, Lisa",Democratic,Delaware,House of Representatives,116,Blunt Rochester
"Booker, Cory A.",Democratic,New Jersey,Senate,116,Booker
"Blumenthal, Richard",Democratic,Connecticut,Senate,116,Blumenthal
"Boozman, John",Republican,Arkansas,House of Representatives,116,Boozman
"Barrasso, John",Republican,Wyoming,Senate,116,Barrasso
"Bennet, Michael F.",Democratic,Colorado,Senate,116,Bennet
"Baldwin, Tammy",Democratic,Wisconsin,House of Representatives,116,Baldwin
"Blackburn, Marsha",Republican,Tennessee,House of Representatives,116,Blackburn
"Waltz, Michael",Republican,Florida,House of Representatives,116,Waltz
"Menendez, Robert",Democratic,New Jersey,House of Representatives,116,Menendez
"Pascrell, Bill",Democratic,New Jersey,House of Representatives,116,Pascrell
"Armstrong, Kelly",Republican,North Dakota,House of Representatives,116,Armstrong
"Rubio, Marco",Republican,Florida,Senate,116,Rubio
"Wild, Susan",Democratic,Pennsylvania,House of Representatives,116,Wild
"Wexton, Jennifer",Democratic,Virginia,House of Representatives,116,Wexton
"Wenstrup, Brad R.",Republican,Ohio,House of Representatives,116,Wenstrup
"Trone, David J.",Democratic,Maryland,House of Representatives,116,Trone
"Spanberger, Abigail Davis",Democratic,Virginia,House of Representatives,116,Spanberger
"Sablan, Gregorio Kilili Camacho",Democratic,Northern Mariana Islands,House of Representatives,116,Sablan
"Sarbanes, John P.",Democratic,Maryland,House of Representatives,116,Sarbanes
"Ruppersberger, C. A. Dutch",Democratic,Maryland,House of Representatives,116,Ruppersberger
"Porter, Katie",Democratic,California,House of Representatives,116,Porter
"Phillips, Dean",Democratic,Minnesota,House of Representatives,116,Phillips
"Pence, Greg",Republican,Indiana,House of Representatives,116,Pence
"Posey, Bill",Republican,Florida,House of Representatives,116,Posey
"Napolitano, Grace F.",Democratic,California,House of Representatives,116,Napolitano
"Mooney, Alexander X.",Republican,West Virginia,House of Representatives,116,Mooney
"McMorris Rodgers, Cathy",Republican,Washington,House of Representatives,116,McMorris Rodgers
"McHenry, Patrick T.",Republican,North Carolina,House of Representatives,116,McHenry
"Lesko, Debbie",Republican,Arizona,House of Representatives,116,Lesko
"Luetkemeyer, Blaine",Republican,Missouri,House of Representatives,116,Luetkemeyer
"Lamborn, Doug",Republican,Colorado,House of Representatives,116,Lamborn
"Lee, Barbara",Democratic,California,House of Representatives,116,Lee
"Kuster, Ann M.",Democratic,New Hampshire,House of Representatives,116,Kuster
"Kilmer, Derek",Democratic,Washington,House of Representatives,116,Kilmer
"Kildee, Daniel T.",Democratic,Michigan,House of Representatives,116,Kildee
"Graves, Garret",Republican,Louisiana,House of Representatives,116,Graves
"Granger, Kay",Republican,Texas,House of Representatives,116,Granger
"Garcia, Mike",Republican,California,House of Representatives,116,Garcia
"Ferguson, A. Drew",Republican,Georgia,House of Representatives,116,Ferguson
"Eshoo, Anna G.",Democratic,California,House of Representatives,116,Eshoo
"Duncan, Jeff",Republican,South Carolina,House of Representatives,116,Duncan
"Cárdenas, Tony",Democratic,California,House of Representatives,116,Cárdenas
"Cartwright, Matt",Democratic,Pennsylvania,House of Representatives,116,Cartwright
"Bishop, Dan",Republican,North Carolina,House of Representatives,116,Bishop
"Bucshon, Larry",Republican,Indiana,House of Representatives,116,Bucshon
"Burgess, Michael C.",Republican,Texas,House of Representatives,116,Burgess
"Blumenauer, Earl",Democratic,Oregon,House of Representatives,116,Blumenauer
"Allred, Colin Z.",Democratic,Texas,House of Representatives,116,Allred
"Casey, Robert P., Jr.",Democratic,Pennsylvania,Senate,116,Casey
"Tester, Jon",Democratic,Montana,Senate,116,Tester
"Sinema, Kyrsten",Independent,Arizona,House of Representatives,116,Sinema
"Stabenow, Debbie",Democratic,Michigan,House of Representatives,116,Stabenow
"Romney, Mitt",Republican,Utah,Senate,116,Romney
"Manchin, Joe, III",Independent,West Virginia,Senate,116,Manchin
"Carper, Thomas R.",Democratic,Delaware,House of Representatives,116,Carper
"Cardin, Benjamin L.",Democratic,Maryland,House of Representatives,116,Cardin
"Braun, Mike",Republican,Indiana,Senate,116,Braun
"Brown, Sherrod",Democratic,Ohio,House of Representatives,116,Brown
"González-Colón, Jenniffer",Republican,Puerto Rico,House of Representatives,116,González-Colón
"Sasse, Ben",Republican,Nebraska,Senate,116,Sasse
"Buck, Ken",Republican,Colorado,House of Representatives,116,Buck
"Stewart, Chris",Republican,Utah,House of Representatives,116,Stewart
"Payne, Donald M.",Democratic,New Jersey,House of Representatives,116,Payne
"Feinstein, Dianne",Democratic,California,Senate,116,Feinstein
"Jackson Lee, Sheila",Democratic,Texas,House of Representatives,116,Jackson Lee
"Inhofe, James M.",Republican,Oklahoma,House of Representatives,116,Inhofe
"McEachin, A. Donald",Democratic,Virginia,House of Representatives,116,McEachin
"Johnson, Eddie Bernice",Democratic,Texas,House of Representatives,116,Johnson
"Jacobs, Chris",Republican,New York,House of Representatives,116,Jacobs
"Keller, Fred",Republican,Pennsylvania,House of Representatives,116,Keller
"Luria, Elaine G.",Democratic,Virginia,House of Representatives,116,Luria
"Taylor, Van",Republican,Texas,House of Representatives,116,Taylor
"Gonzalez, Anthony",Republican,Ohio,House of Representatives,116,Gonzalez
"Malinowski, Tom",Democratic,New Jersey,House of Representatives,116,Malinowski
"Axne, Cynthia",Democratic,Iowa,House of Representatives,116,Axne
"San Nicolas, Michael F. Q.",Democratic,Guam,House of Representatives,116,San Nicolas
"Lamb, Conor",Democratic,Pennsylvania,House of Representatives,116,Lamb
"Cheney, Liz",Republican,Wyoming,House of Representatives,116,Cheney
"Brown, Anthony G.",Democratic,Maryland,House of Representatives,116,Brown
"Hollingsworth, Trey",Republican,Indiana,House of Representatives,116,Hollingsworth
"Demings, Val Butler",Democratic,Florida,House of Representatives,116,Demings
"Murphy, Stephanie N.",Democratic,Florida,House of Representatives,116,Murphy
"Lawson, Al, Jr.",Democratic,Florida,House of Representatives,116,Lawson
"O'Halleran, Tom",Democratic,Arizona,House of Representatives,116,O'Halleran
"Katko, John",Republican,New York,House of Representatives,116,Katko
"Rice, Kathleen M.",Democratic,New York,House of Representatives,116,Rice
"Zeldin, Lee M.",Republican,New York,House of Representatives,116,Zeldin
"Lawrence, Brenda L.",Democratic,Michigan,House of Representatives,116,Lawrence
"Hice, Jody B.",Republican,Georgia,House of Representatives,116,Hice
"Rice, Tom",Republican,South Carolina,House of Representatives,116,Rice
"Maloney, Sean Patrick",Democratic,New York,House of Representatives,116,Maloney
"Walorski, Jackie",Republican,Indiana,House of Representatives,116,Walorski
"Bustos, Cheri",Democratic,Illinois,House of Representatives,116,Bustos
"Davis, Rodney",Republican,Illinois,House of Representatives,116,Davis
"Lowenthal, Alan S.",Democratic,California,House of Representatives,116,Lowenthal
"Speier, Jackie",Democratic,California,House of Representatives,116,Speier
"Sires, Albio",Democratic,New Jersey,House of Representatives,116,Sires
"Reed, Tom",Republican,New York,House of Representatives,116,Reed
"McKinley, David B.",Republican,West Virginia,House of Representatives,116,McKinley
"Herrera Beutler, Jaime",Republican,Washington,House of Representatives,116,Herrera Beutler
"Gibbs, Bob",Republican,Ohio,House of Representatives,116,Gibbs
"Palazzo, Steven M.",Republican,Mississippi,House of Representatives,116,Palazzo
"Long, Billy",Republican,Missouri,House of Representatives,116,Long
"Hartzler, Vicky",Republican,Missouri,House of Representatives,116,Hartzler
"Kinzinger, Adam",Republican,Illinois,House of Representatives,116,Kinzinger
"Bass, Karen",Democratic,California,House of Representatives,116,Bass
"Brooks, Mo",Republican,Alabama,House of Representatives,116,Brooks
"Yarmuth, John A.",Democratic,Kentucky,House of Representatives,116,Yarmuth
"Perlmutter, Ed",Democratic,Colorado,House of Representatives,116,Perlmutter
"McNerney, Jerry",Democratic,California,House of Representatives,116,McNerney
"Schrader, Kurt",Democratic,Oregon,House of Representatives,116,Schrader
"Kirkpatrick, Ann",Democratic,Arizona,House of Representatives,116,Kirkpatrick
"Price, David E.",Democratic,North Carolina,House of Representatives,116,Price
"Portman, Rob",Republican,Ohio,House of Representatives,116,Portman
"Toomey, Patrick",Republican,Pennsylvania,House of Representatives,116,Toomey
"Kind, Ron",Democratic,Wisconsin,House of Representatives,116,Kind
"Brady, Kevin",Republican,Texas,House of Representatives,116,Brady
"Blunt, Roy",Republican,Missouri,House of Representatives,116,Blunt
"Young, Don",Republican,Alaska,House of Representatives,116,Young
"Upton, Fred",Republican,Michigan,House of Representatives,116,Upton
"Shelby, Richard C.",Republican,Alabama,House of Representatives,116,Shelby
"Rush, Bobby L.",Democratic,Illinois,House of Representatives,116,Rush
"Roybal-Allard, Lucille",Democratic,California,House of Representatives,116,Roybal-Allard
"Maloney, Carolyn B.",Democratic,New York,House of Representatives,116,Maloney
"Leahy, Patrick J.",Democratic,Vermont,Senate,116,Leahy
"Gohmert, Louie",Republican,Texas,House of Representatives,116,Gohmert
"Butterfield, G. K.",Democratic,North Carolina,House of Representatives,116,Butterfield
"Ryan, Tim",Democratic,Ohio,House of Representatives,116,Ryan
"Langevin, James R.",Democratic,Rhode Island,House of Representatives,116,Langevin
"Cooper, Jim",Democratic,Tennessee,House of Representatives,116,Cooper
"Chabot, Steve",Republican,Ohio,House of Representatives,116,Chabot
"Burr, Richard",Republican,North Carolina,House of Representatives,116,Burr
"Doyle, Michael F.",Democratic,Pennsylvania,House of Representatives,116,Doyle
"DeFazio, Peter A.",Democratic,Oregon,House of Representatives,116,DeFazio
"Levin, Andy",Democratic,Michigan,House of Representatives,116,Levin
"Loeffler, Kelly",Republican,Georgia,Senate,116,Loeffler
"Wright, Ron",Republican,Texas,House of Representatives,116,Wright
"Delgado, Antonio",Democratic,New York,House of Representatives,116,Delgado
"Haaland, Debra A.",Democratic,New Mexico,House of Representatives,116,Haaland
"Hagedorn, Jim",Republican,Minnesota,House of Representatives,116,Hagedorn
"Crist, Charlie",Democratic,Florida,House of Representatives,116,Crist
"Harris, Kamala D.",Democratic,California,Senate,116,Harris
"Vela, Filemon",Democratic,Texas,House of Representatives,116,Vela
"Deutch, Theodore E.",Democratic,Florida,House of Representatives,116,Deutch
"Stivers, Steve",Republican,Ohio,House of Representatives,116,Stivers
"Richmond, Cedric L.",Democratic,Louisiana,House of Representatives,116,Richmond
"Fudge, Marcia L.",Democratic,Ohio,House of Representatives,116,Fudge
"Fortenberry, Jeff",Republican,Nebraska,House of Representatives,116,Fortenberry
"Nunes, Devin",Republican,California,House of Representatives,116,Nunes
"Hastings, Alcee L.",Democratic,Florida,House of Representatives,116,Hastings
"Hall, Kwanza",Democratic,Georgia,House of Representatives,116,Hall
"Riggleman, Denver",Republican,Virginia,House of Representatives,116,Riggleman
"McAdams, Ben",Democratic,Utah,House of Representatives,116,McAdams
"Cunningham, Joe",Democratic,South Carolina,House of Representatives,116,Cunningham
"Horn, Kendra S.",Democratic,Oklahoma,House of Representatives,116,Horn
"Brindisi, Anthony",Democratic,New York,House of Representatives,116,Brindisi
"Rose, Max",Democratic,New York,House of Representatives,116,Rose
"Torres Small, Xochitl",Democratic,New Mexico,House of Representatives,116,Torres Small
"Watkins, Steve",Republican,Kansas,House of Representatives,116,Watkins
"Finkenauer, Abby",Democratic,Iowa,House of Representatives,116,Finkenauer
"Shalala, Donna E.",Democratic,Florida,House of Representatives,116,Shalala
"Mucarsel-Powell, Debbie",Democratic,Florida,House of Representatives,116,Mucarsel-Powell
"Spano, Ross",Republican,Florida,House of Representatives,116,Spano
"Rouda, Harley",Democratic,California,House of Representatives,116,Rouda
"Hill, Katie",Democratic,California,House of Representatives,116,Hill
"Cox, TJ",Democratic,California,House of Representatives,116,Cox
"Jones, Doug",Democratic,Alabama,Senate,116,Jones
"Gianforte, Greg",Republican,Montana,House of Representatives,116,Gianforte
"Mitchell, Paul",Independent,Michigan,House of Representatives,116,Mitchell
"Rooney, Francis",Republican,Florida,House of Representatives,116,Rooney
"Perdue, David",Republican,Georgia,Senate,116,Perdue
"Hurd, Will",Republican,Texas,House of Representatives,116,Hurd
"Ratcliffe, John",Republican,Texas,House of Representatives,116,Ratcliffe
"Walker, Mark",Republican,North Carolina,House of Representatives,116,Walker
"Abraham, Ralph Lee",Republican,Louisiana,House of Representatives,116,Abraham
"McSally, Martha",Republican,Arizona,House of Representatives,116,McSally
"Byrne, Bradley",Republican,Alabama,House of Representatives,116,Byrne
"Kennedy, Joseph P., III",Democratic,Massachusetts,House of Representatives,116,Kennedy
"Heck, Denny",Democratic,Washington,House of Representatives,116,Heck
"Collins, Chris",Republican,New York,House of Representatives,116,Collins
"Holding, George",Republican,North Carolina,House of Representatives,116,Holding
"Meadows, Mark",Republican,North Carolina,House of Representatives,116,Meadows
"Brooks, Susan W.",Republican,Indiana,House of Representatives,116,Brooks
"Gabbard, Tulsi",Democratic,Hawaii,House of Representatives,116,Gabbard
"Collins, Doug",Republican,Georgia,House of Representatives,116,Collins
"Yoho, Ted S.",Republican,Florida,House of Representatives,116,Yoho
"Cook, Paul",Republican,California,House of Representatives,116,Cook
"Graves, Tom",Republican,Georgia,House of Representatives,116,Graves
"Duffy, Sean P.",Republican,Wisconsin,House of Representatives,116,Duffy
"Flores, Bill",Republican,Texas,House of Representatives,116,Flores
"Marino, Tom",Republican,Pennsylvania,House of Representatives,116,Marino
"Amash, Justin",Libertarian,Michigan,House of Representatives,116,Amash
"Woodall, Rob",Republican,Georgia,House of Representatives,116,Woodall
"Gardner, Cory",Republican,Colorado,House of Representatives,116,Gardner
"Tipton, Scott  R.",Republican,Colorado,House of Representatives,116,Tipton
"Roby, Martha",Republican,Alabama,House of Representatives,116,Roby
"Loebsack, David",Democratic,Iowa,House of Representatives,116,Loebsack
"Olson, Pete",Republican,Texas,House of Representatives,116,Olson
"Roe, David P.",Republican,Tennessee,House of Representatives,116,Roe
"Hunter, Duncan D.",Republican,California,House of Representatives,116,Hunter
"Peterson, Collin C.",Democratic,Minnesota,House of Representatives,116,Peterson
"Isakson, Johnny",Republican,Georgia,House of Representatives,116,Isakson
"Walden, Greg",Republican,Oregon,House of Representatives,116,Walden
"Udall, Tom",Democratic,New Mexico,House of Representatives,116,Udall
"Enzi, Michael B.",Republican,Wyoming,Senate,116,Enzi
"Shimkus, John",Republican,Illinois,House of Representatives,116,Shimkus
"Visclosky, Peter J.",Democratic,Indiana,House of Representatives,116,Visclosky
"Thornberry, Mac",Republican,Texas,House of Representatives,116,Thornberry
"Serrano, Jose E.",Democratic,New York,House of Representatives,116,Serrano
"Sensenbrenner, F. James, Jr.",Republican,Wisconsin,House of Representatives,116,Sensenbrenner
"Roberts, Pat",Republican,Kansas,House of Representatives,116,Roberts
"Marchant, Kenny",Republican,Texas,House of Representatives,116,Marchant
"Conaway, K. Michael",Republican,Texas,House of Representatives,116,Conaway
"Lipinski, Daniel",Democratic,Illinois,House of Representatives,116,Lipinski
"Bishop, Rob",Republican,Utah,House of Representatives,116,Bishop
"King, Steve",Republican,Iowa,House of Representatives,116,King
"Alexander, Lamar",Republican,Tennessee,Senate,116,Alexander
"Clay, Wm. Lacy",Democratic,Missouri,House of Representatives,116,Clay
"Davis, Susan A.",Democratic,California,House of Representatives,116,Davis
"Engel, Eliot L.",Democratic,New York,House of Representatives,116,Engel
"Cummings, Elijah E.",Democratic,Maryland,House of Representatives,116,Cummings
"Lewis, John",Democratic,Georgia,House of Representatives,116,Lewis
"King, Peter T.",Republican,New York,House of Representatives,116,King
"Jones, Walter B., Jr.",Republican,North Carolina,House of Representatives,116,Jones
"Luján, Ben Ray",Democratic,New Mexico,House of Representatives,117,Luján
"Hawley, Josh",Republican,Missouri,Senate,117,Hawley
"Welch, Peter",Democratic,Vermont,House of Representatives,117,Welch
"Connolly, Gerald E.",Democratic,Virginia,House of Representatives,117,Connolly
"Houlahan, Chrissy",Democratic,Pennsylvania,House of Representatives,117,Houlahan
"Johnson, Mike",Republican,Louisiana,House of Representatives,117,Johnson
"Strickland, Marilyn",Democratic,Washington,House of Representatives,117,Strickland
"Fitzgerald, Scott",Republican,Wisconsin,House of Representatives,117,Fitzgerald
"Tiffany, Thomas P.",Republican,Wisconsin,House of Representatives,117,Tiffany
"Miller, Carol D.",Republican,West Virginia,House of Representatives,117,Miller
"Steil, Bryan",Republican,Wisconsin,House of Representatives,117,Steil
"Schrier, Kim",Democratic,Washington,House of Representatives,117,Schrier
"Jayapal, Pramila",Democratic,Washington,House of Representatives,117,Jayapal
"Grothman, Glenn",Republican,Wisconsin,House of Representatives,117,Grothman
"Newhouse, Dan",Republican,Washington,House of Representatives,117,Newhouse
"Plaskett, Stacey E.",Democratic,Virgin Islands,House of Representatives,117,Plaskett
"Pocan, Mark",Democratic,Wisconsin,House of Representatives,117,Pocan
"DelBene, Suzan K.",Democratic,Washington,House of Representatives,117,DelBene
"Smith, Adam",Democratic,Washington,House of Representatives,117,Smith
"Moore, Gwen",Democratic,Wisconsin,House of Representatives,117,Moore
"Larsen, Rick",Democratic,Washington,House of Representatives,117,Larsen
"Van Duyne, Beth",Republican,Texas,House of Representatives,117,Van Duyne
"Owens, Burgess",Republican,Utah,House of Representatives,117,Owens
"Nehls, Troy E.",Republican,Texas,House of Representatives,117,Nehls
"Moore, Blake D.",Republican,Utah,House of Representatives,117,Moore
"Gonzales, Tony",Republican,Texas,House of Representatives,117,Gonzales
"Cline, Ben",Republican,Virginia,House of Representatives,117,Cline
"Garcia, Sylvia R.",Democratic,Texas,House of Representatives,117,Garcia
"Roy, Chip",Republican,Texas,House of Representatives,117,Roy
"Cloud, Michael",Republican,Texas,House of Representatives,117,Cloud
"Gonzalez, Vicente",Democratic,Texas,House of Representatives,117,Gonzalez
"Beyer, Donald S.",Democratic,Virginia,House of Representatives,117,Beyer
"Babin, Brian",Republican,Texas,House of Representatives,117,Babin
"Veasey, Marc A.",Democratic,Texas,House of Representatives,117,Veasey
"Williams, Roger",Republican,Texas,House of Representatives,117,Williams
"Wittman, Robert J.",Republican,Virginia,House of Representatives,117,Wittman
"Griffith, H. Morgan",Republican,Virginia,House of Representatives,117,Griffith
"Scott, Robert C. ""Bobby""",Democratic,Virginia,House of Representatives,117,Scott
"Cuellar, Henry",Democratic,Texas,House of Representatives,117,Cuellar
"Carter, John R.",Republican,Texas,House of Representatives,117,Carter
"Doggett, Lloyd",Democratic,Texas,House of Representatives,117,Doggett
"Ellzey, Jake",Republican,Texas,House of Representatives,117,Ellzey
"Pfluger, August",Republican,Texas,House of Representatives,117,Pfluger
"Jackson, Ronny",Republican,Texas,House of Representatives,117,Jackson
"Harshbarger, Diana",Republican,Tennessee,House of Representatives,117,Harshbarger
"Fallon, Pat",Republican,Texas,House of Representatives,117,Fallon
"Escobar, Veronica",Democratic,Texas,House of Representatives,117,Escobar
"Fletcher, Lizzie",Democratic,Texas,House of Representatives,117,Fletcher
"Gooden, Lance",Republican,Texas,House of Representatives,117,Gooden
"Crenshaw, Dan",Republican,Texas,House of Representatives,117,Crenshaw
"Green, Mark E.",Republican,Tennessee,House of Representatives,117,Green
"Rose, John W.",Republican,Tennessee,House of Representatives,117,Rose
"Burchett, Tim",Republican,Tennessee,House of Representatives,117,Burchett
"Johnson, Dusty",Republican,South Dakota,House of Representatives,117,Johnson
"Timmons, William R.",Republican,South Carolina,House of Representatives,117,Timmons
"Norman, Ralph",Republican,South Carolina,House of Representatives,117,Norman
"Arrington, Jodey C.",Republican,Texas,House of Representatives,117,Arrington
"Kustoff, David",Republican,Tennessee,House of Representatives,117,Kustoff
"Castro, Joaquin",Democratic,Texas,House of Representatives,117,Castro
"Weber, Randy K. Sr.",Republican,Texas,House of Representatives,117,Weber
"DesJarlais, Scott",Republican,Tennessee,House of Representatives,117,DesJarlais
"Fleischmann, Charles J. ""Chuck""",Republican,Tennessee,House of Representatives,117,Fleischmann
"Cohen, Steve",Democratic,Tennessee,House of Representatives,117,Cohen
"Sessions, Pete",Republican,Texas,House of Representatives,117,Sessions
"McCaul, Michael T.",Republican,Texas,House of Representatives,117,McCaul
"Green, Al",Democratic,Texas,House of Representatives,117,Green
"Clyburn, James E.",Democratic,South Carolina,House of Representatives,117,Clyburn
"Mace, Nancy",Republican,South Carolina,House of Representatives,117,Mace
"Bice, Stephanie I.",Republican,Oklahoma,House of Representatives,117,Bice
"Bentz, Cliff",Republican,Oregon,House of Representatives,117,Bentz
"Reschenthaler, Guy",Republican,Pennsylvania,House of Representatives,117,Reschenthaler
"Joyce, John",Republican,Pennsylvania,House of Representatives,117,Joyce
"Meuser, Daniel",Republican,Pennsylvania,House of Representatives,117,Meuser
"Dean, Madeleine",Democratic,Pennsylvania,House of Representatives,117,Dean
"Hern, Kevin",Republican,Oklahoma,House of Representatives,117,Hern
"Scanlon, Mary Gay",Democratic,Pennsylvania,House of Representatives,117,Scanlon
"Smucker, Lloyd",Republican,Pennsylvania,House of Representatives,117,Smucker
"Fitzpatrick, Brian K.",Republican,Pennsylvania,House of Representatives,117,Fitzpatrick
"Evans, Dwight",Democratic,Pennsylvania,House of Representatives,117,Evans
"Boyle, Brendan F.",Democratic,Pennsylvania,House of Representatives,117,Boyle
"Perry, Scott",Republican,Pennsylvania,House of Representatives,117,Perry
"Bonamici, Suzanne",Democratic,Oregon,House of Representatives,117,Bonamici
"Kelly, Mike",Republican,Pennsylvania,House of Representatives,117,Kelly
"Thompson, Glenn",Republican,Pennsylvania,House of Representatives,117,Thompson
"Lucas, Frank D.",Republican,Oklahoma,House of Representatives,117,Lucas
"Cole, Tom",Republican,Oklahoma,House of Representatives,117,Cole
"Wilson, Joe",Republican,South Carolina,House of Representatives,117,Wilson
"Ryan, Patrick",Democratic,New York,House of Representatives,117,Ryan
"Carey, Mike",Republican,Ohio,House of Representatives,117,Carey
"Brown, Shontel M.",Democratic,Ohio,House of Representatives,117,Brown
"Torres, Ritchie",Democratic,New York,House of Representatives,117,Torres
"Ocasio-Cortez, Alexandria",Democratic,New York,House of Representatives,117,Ocasio-Cortez
"Morelle, Joseph D.",Democratic,New York,House of Representatives,117,Morelle
"Balderson, Troy",Republican,Ohio,House of Representatives,117,Balderson
"Tenney, Claudia",Republican,New York,House of Representatives,117,Tenney
"Espaillat, Adriano",Democratic,New York,House of Representatives,117,Espaillat
"Davidson, Warren",Republican,Ohio,House of Representatives,117,Davidson
"Stefanik, Elise M.",Republican,New York,House of Representatives,117,Stefanik
"Joyce, David P.",Republican,Ohio,House of Representatives,117,Joyce
"Beatty, Joyce",Democratic,Ohio,House of Representatives,117,Beatty
"Latta, Robert E.",Republican,Ohio,House of Representatives,117,Latta
"Jordan, Jim",Republican,Ohio,House of Representatives,117,Jordan
"Tonko, Paul",Democratic,New York,House of Representatives,117,Tonko
